Date,Year,Month,Day,Country,State_Province,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccinated_Percentage,New_Cases_Today,New_Deaths_Today,Population_Millions,Mortality_Rate_Percent,Recovery_Rate_Percent
4/7/2026,2026,July,4,Spain,N/A,1519,15,1160,344,14515,45.76,54,1,472.32,0.99,76.37
5/7/2026,2026,July,5,India,Andhra Pradesh,440,11,385,44,2236,47.16,14,0,777.73,2.5,87.5
6/7/2026,2026,July,6,France,N/A,1293,38,1199,56,16004,48.05,124,1,156.2,2.94,92.73
7/7/2026,2026,July,7,Iran,N/A,872,21,642,209,11233,43.18,36,1,595.74,2.41,73.62
8/7/2026,2026,July,8,Mexico,N/A,458,8,343,107,5312,48.63,12,0,160.25,1.75,74.89
9/7/2026,2026,July,9,Ukraine,N/A,336,5,293,38,3959,51.35,11,0,741.58,1.49,87.2
10/7/2026,2026,July,10,Ukraine,N/A,78,1,57,20,459,49.39,2,0,1119.35,1.28,73.08
11/7/2026,2026,July,11,Argentina,N/A,467,10,350,107,3633,43.71,24,0,546.77,2.14,74.95
12/7/2026,2026,July,12,France,N/A,115,1,105,9,680,48.46,6,0,171.31,0.87,91.3
13-07-2026,2026,July,13,Brazil,N/A,53,1,46,6,805,54.91,2,0,727.74,1.89,86.79
14-07-2026,2026,July,14,Russia,N/A,1202,10,904,288,10701,54.26,63,0,774.46,0.83,75.21
15-07-2026,2026,July,15,Germany,N/A,353,4,304,45,4016,41.62,24,0,342.99,1.13,86.12
16-07-2026,2026,July,16,USA,N/A,192,2,158,32,1775,45.2,1,0,1029.68,1.04,82.29
17-07-2026,2026,July,17,Indonesia,N/A,780,9,738,33,13427,45.33,41,0,571.33,1.15,94.62
18-07-2026,2026,July,18,Germany,N/A,554,11,512,31,3716,48.15,21,0,570.93,1.99,92.42
19-07-2026,2026,July,19,Canada,N/A,762,20,619,123,5520,52.33,30,1,76.03,2.62,81.23
20-07-2026,2026,July,20,Japan,N/A,1161,26,1037,98,21835,55.61,90,1,1054.59,2.24,89.32
21-07-2026,2026,July,21,Japan,N/A,23,0,18,5,321,51.34,1,0,276.33,0,78.26
22-07-2026,2026,July,22,Argentina,N/A,897,16,734,147,9655,45.94,38,0,1106.66,1.78,81.83
23-07-2026,2026,July,23,China,N/A,1147,8,970,169,11404,47.92,72,0,474.96,0.7,84.57
24-07-2026,2026,July,24,Italy,N/A,183,4,148,31,1716,50.2,5,0,770.62,2.19,80.87
25-07-2026,2026,July,25,Japan,N/A,328,5,293,30,2098,49.66,21,0,233.97,1.52,89.33
26-07-2026,2026,July,26,Argentina,N/A,147,3,119,25,1797,48.61,8,0,653.88,2.04,80.95
27-07-2026,2026,July,27,USA,N/A,383,2,333,48,4713,50.85,23,0,220.18,0.52,86.95
28-07-2026,2026,July,28,Germany,N/A,2,0,1,1,39,44.78,0,0,219.64,0,50
29-07-2026,2026,July,29,Ukraine,N/A,561,7,462,92,11210,48.17,34,0,23.89,1.25,82.35
30-07-2026,2026,July,30,Argentina,N/A,385,7,283,95,4335,51.56,9,0,128.78,1.82,73.51
31-07-2026,2026,July,31,Iran,N/A,1124,11,903,210,10873,42.72,43,0,1390.15,0.98,80.34
1/8/2026,2026,August,1,Mexico,N/A,91,0,81,10,1131,44.72,1,0,775.62,0,89.01
2/8/2026,2026,August,2,Russia,N/A,660,19,463,178,6323,54.7,39,1,300.5,2.88,70.15
3/8/2026,2026,August,3,Indonesia,N/A,350,8,330,12,2701,48.8,24,0,518.99,2.29,94.29
4/8/2026,2026,August,4,Bangladesh,N/A,292,3,247,42,5480,46.73,21,0,288.44,1.03,84.59
5/8/2026,2026,August,5,Mexico,N/A,1507,15,1294,198,27444,56.92,45,1,356.76,1,85.87
6/8/2026,2026,August,6,Germany,N/A,433,11,314,108,4120,51.12,21,0,1296.32,2.54,72.52
7/8/2026,2026,August,7,Brazil,N/A,1002,12,913,77,12605,41.43,62,0,482.09,1.2,91.12
8/8/2026,2026,August,8,Spain,N/A,769,17,636,116,8655,52.89,41,1,471.53,2.21,82.7
9/8/2026,2026,August,9,Germany,N/A,952,14,835,103,6869,49.76,77,0,976.02,1.47,87.71
10/8/2026,2026,August,10,USA,N/A,779,9,694,76,14934,45.37,30,0,14.34,1.16,89.09
11/8/2026,2026,August,11,Japan,N/A,1143,27,928,188,17835,52.77,46,1,111.26,2.36,81.19
12/8/2026,2026,August,12,Germany,N/A,1529,35,1405,89,26704,44.16,53,2,1138.72,2.29,91.89
13-08-2026,2026,August,13,Germany,N/A,382,5,354,23,6787,45.23,15,0,811.72,1.31,92.67
14-08-2026,2026,August,14,Argentina,N/A,395,7,277,111,7787,50.48,16,0,116.32,1.77,70.13
15-08-2026,2026,August,15,Turkey,N/A,1215,15,945,255,8345,49.48,59,0,1040.79,1.23,77.78
16-08-2026,2026,August,16,Pakistan,N/A,1153,16,1057,80,6438,46.22,37,1,16.67,1.39,91.67
17-08-2026,2026,August,17,UK,N/A,16,0,12,4,281,41.68,0,0,1122.81,0,75
18-08-2026,2026,August,18,South Africa,N/A,2368,64,2008,296,30968,42.56,157,2,328.62,2.7,84.8
19-08-2026,2026,August,19,Italy,N/A,38,0,29,9,391,51.6,2,0,567.18,0,76.32
20-08-2026,2026,August,20,Turkey,N/A,1694,19,1582,93,16124,50.9,118,0,1140.49,1.12,93.39
21-08-2026,2026,August,21,Bangladesh,N/A,1098,25,1016,57,6388,56.66,48,0,477.35,2.28,92.53
22-08-2026,2026,August,22,Japan,N/A,500,13,398,89,7229,45.68,26,0,517.69,2.6,79.6
23-08-2026,2026,August,23,Iran,N/A,153,3,121,29,2942,54.84,6,0,834.13,1.96,79.08
24-08-2026,2026,August,24,India,Tamil Nadu,8,0,6,2,45,51.16,0,0,50.81,0,75
25-08-2026,2026,August,25,Indonesia,N/A,2237,14,2037,186,23112,44.48,165,0,127.75,0.63,91.06
26-08-2026,2026,August,26,Russia,N/A,382,6,309,67,7336,61.81,12,0,1071.96,1.57,80.89
27-08-2026,2026,August,27,Ukraine,N/A,919,7,770,142,13948,45.31,47,0,1276.06,0.76,83.79
28-08-2026,2026,August,28,UK,N/A,1154,14,888,252,11682,49.02,73,0,1350.44,1.21,76.95
29-08-2026,2026,August,29,Ukraine,N/A,374,2,305,67,6481,50.05,10,0,429.45,0.53,81.55
30-08-2026,2026,August,30,Pakistan,N/A,243,5,202,36,3216,43.06,12,0,34.01,2.06,83.13
31-08-2026,2026,August,31,UK,N/A,148,1,106,41,1512,50.14,13,0,908.25,0.68,71.62
1/9/2026,2026,September,1,Colombia,N/A,228,1,201,26,1328,45.3,14,0,563.98,0.44,88.16
2/9/2026,2026,September,2,India,Assam,183,4,154,25,1160,41.64,9,0,582.41,2.19,84.15
3/9/2026,2026,September,3,Mexico,N/A,64,0,57,7,824,51.36,3,0,948.06,0,89.06
4/9/2026,2026,September,4,South Korea,N/A,65,0,54,11,438,41.54,5,0,949.78,0,83.08
5/9/2026,2026,September,5,Bangladesh,N/A,2,0,1,1,31,49.44,0,0,105.47,0,50
6/9/2026,2026,September,6,Germany,N/A,297,3,229,65,4371,52.89,2,0,104.55,1.01,77.1
7/9/2026,2026,September,7,Indonesia,N/A,436,12,389,35,6093,48.01,18,0,304.78,2.75,89.22
8/9/2026,2026,September,8,Canada,N/A,279,3,248,28,5047,46.3,12,0,452.07,1.08,88.89
9/9/2026,2026,September,9,Japan,N/A,251,4,186,61,3698,41.72,16,0,1083.13,1.59,74.1
10/9/2026,2026,September,10,Germany,N/A,369,6,291,72,5665,38.73,15,0,408.09,1.63,78.86
11/9/2026,2026,September,11,Ukraine,N/A,792,4,637,151,15655,54.52,43,0,459.36,0.51,80.43
12/9/2026,2026,September,12,South Africa,N/A,413,9,354,50,5782,44.31,28,0,1174.51,2.18,85.71
13-09-2026,2026,September,13,China,N/A,607,13,534,60,6489,40.44,22,0,1260.03,2.14,87.97
14-09-2026,2026,September,14,France,N/A,136,2,120,14,1592,45.21,12,0,253.49,1.47,88.24
15-09-2026,2026,September,15,UK,N/A,1360,30,1045,285,13478,45.54,62,1,1127.36,2.21,76.84
16-09-2026,2026,September,16,Iran,N/A,606,14,483,109,9057,44.16,43,1,83.4,2.31,79.7
17-09-2026,2026,September,17,Canada,N/A,422,10,305,107,7668,46.29,21,0,309.3,2.37,72.27
18-09-2026,2026,September,18,South Africa,N/A,1838,24,1513,301,12723,48.02,109,1,61.55,1.31,82.32
19-09-2026,2026,September,19,USA,N/A,21,0,19,2,311,45.86,0,0,1367.33,0,90.48
20-09-2026,2026,September,20,Italy,N/A,731,19,573,139,10896,55.42,11,1,381.45,2.6,78.39
21-09-2026,2026,September,21,Pakistan,N/A,547,11,448,88,3247,45.8,13,0,1154.44,2.01,81.9
22-09-2026,2026,September,22,France,N/A,273,3,252,18,2725,37.19,5,0,1116.53,1.1,92.31
23-09-2026,2026,September,23,Indonesia,N/A,608,11,516,81,8279,43.33,33,0,658.22,1.81,84.87
24-09-2026,2026,September,24,UK,N/A,1263,28,975,260,16098,54.53,36,1,345.42,2.22,77.2
25-09-2026,2026,September,25,Colombia,N/A,559,14,415,130,6589,53.1,14,0,1205.29,2.5,74.24
26-09-2026,2026,September,26,Germany,N/A,123,1,102,20,1370,40.96,5,0,729.56,0.81,82.93
27-09-2026,2026,September,27,Pakistan,N/A,86,0,77,9,1033,46.74,5,0,1164.04,0,89.53
28-09-2026,2026,September,28,Indonesia,N/A,99,0,91,8,1877,49.85,3,0,790.36,0,91.92
29-09-2026,2026,September,29,Colombia,N/A,64,1,56,7,851,53.91,4,0,984.01,1.56,87.5
30-09-2026,2026,September,30,Italy,N/A,947,10,737,200,16455,46.73,42,0,628.24,1.06,77.82
1/10/2026,2026,October,1,Canada,N/A,75,1,61,13,710,45.08,4,0,535.15,1.33,81.33
2/10/2026,2026,October,2,Mexico,N/A,164,2,122,40,3191,46.2,7,0,1036,1.22,74.39
3/10/2026,2026,October,3,India,Chhattisgarh,764,16,714,34,8275,54.34,54,0,65.82,2.09,93.46
4/10/2026,2026,October,4,Germany,N/A,13,0,9,4,142,58.64,0,0,1121.79,0,69.23
5/10/2026,2026,October,5,Brazil,N/A,195,2,149,44,1248,41.92,8,0,628.19,1.03,76.41
6/10/2026,2026,October,6,Canada,N/A,262,1,200,61,1421,50.76,18,0,839.71,0.38,76.34
7/10/2026,2026,October,7,Italy,N/A,554,11,515,28,7977,43.02,23,0,1160.1,1.99,92.96
8/10/2026,2026,October,8,Turkey,N/A,371,7,293,71,5549,49.02,20,0,936.93,1.89,78.98
9/10/2026,2026,October,9,Russia,N/A,2,0,1,1,17,46.68,0,0,1398.79,0,50
10/10/2026,2026,October,10,Brazil,N/A,214,2,164,48,3212,44.82,10,0,393.01,0.93,76.64
11/10/2026,2026,October,11,Italy,N/A,1772,39,1285,448,15360,49.37,33,2,1340.6,2.2,72.52
12/10/2026,2026,October,12,Italy,N/A,1148,22,1056,70,14209,35.71,72,0,737.42,1.92,91.99
13-10-2026,2026,October,13,South Korea,N/A,348,9,250,89,4508,57.4,12,0,902.56,2.59,71.84
14-10-2026,2026,October,14,USA,N/A,553,4,488,61,8120,53,39,0,39.37,0.72,88.25
15-10-2026,2026,October,15,Canada,N/A,616,11,563,42,6170,43.52,30,0,704.03,1.79,91.4
16-10-2026,2026,October,16,India,Delhi,534,13,467,54,8987,43.45,38,0,770.6,2.43,87.45
17-10-2026,2026,October,17,UK,N/A,530,5,376,149,4657,51.38,49,0,1231.38,0.94,70.94
18-10-2026,2026,October,18,Colombia,N/A,490,13,398,79,8392,43.1,20,1,701.87,2.65,81.22
19-10-2026,2026,October,19,Russia,N/A,18,0,16,2,110,50.34,1,0,522.03,0,88.89
20-10-2026,2026,October,20,France,N/A,342,8,252,82,3092,54.91,9,0,1020.66,2.34,73.68
21-10-2026,2026,October,21,USA,N/A,124,2,99,23,2328,52.49,5,0,1032.56,1.61,79.84
22-10-2026,2026,October,22,Poland,N/A,511,11,416,84,3176,47.46,27,0,945.22,2.15,81.41
23-10-2026,2026,October,23,Poland,N/A,625,3,556,66,8528,47.36,38,0,1226.55,0.48,88.96
24-10-2026,2026,October,24,Pakistan,N/A,90,0,66,24,744,44.98,3,0,893.33,0,73.33
25-10-2026,2026,October,25,Argentina,N/A,462,13,425,24,3064,68.81,29,0,1154.21,2.81,91.99
26-10-2026,2026,October,26,Pakistan,N/A,54,1,38,15,871,52.75,2,0,579.64,1.85,70.37
27-10-2026,2026,October,27,Poland,N/A,2243,19,1906,318,33325,51.63,76,0,1247.38,0.85,84.98
28-10-2026,2026,October,28,Indonesia,N/A,538,7,511,20,4266,47.1,0,0,932.35,1.3,94.98
29-10-2026,2026,October,29,Australia,N/A,538,11,471,56,10699,52.46,19,0,1126.65,2.04,87.55
30-10-2026,2026,October,30,Russia,N/A,361,2,308,51,3113,48.63,23,0,1045.22,0.55,85.32
31-10-2026,2026,October,31,Colombia,N/A,537,5,378,154,6055,48.07,14,0,623.93,0.93,70.39
1/11/2026,2026,November,1,Brazil,N/A,823,18,700,105,11734,50.6,58,0,865.27,2.19,85.05
2/11/2026,2026,November,2,Argentina,N/A,491,7,366,118,6949,47.96,23,0,948.84,1.43,74.54
3/11/2026,2026,November,3,South Korea,N/A,313,5,282,26,4441,52.04,16,0,866.14,1.6,90.1
4/11/2026,2026,November,4,Canada,N/A,501,9,391,101,7977,47.43,15,0,1349.76,1.8,78.04
5/11/2026,2026,November,5,USA,N/A,557,8,477,72,9294,46.37,20,0,795.49,1.44,85.64
6/11/2026,2026,November,6,USA,N/A,483,5,437,41,3605,41.72,28,0,389.83,1.04,90.48
7/11/2026,2026,November,7,India,Maharashtra,338,2,291,45,2613,52.44,13,0,1186.94,0.59,86.09
8/11/2026,2026,November,8,USA,N/A,64,0,55,9,471,47.35,4,0,911.48,0,85.94
9/11/2026,2026,November,9,Italy,N/A,409,8,318,83,3827,43.24,20,0,1183.71,1.96,77.75
10/11/2026,2026,November,10,Argentina,N/A,2598,40,2386,172,50305,49.69,62,2,814.39,1.54,91.84
11/11/2026,2026,November,11,USA,N/A,82,1,63,18,1265,55.9,3,0,780.95,1.22,76.83
12/11/2026,2026,November,12,Germany,N/A,357,9,254,94,6128,56.43,22,0,607.83,2.52,71.15
13-11-2026,2026,November,13,Italy,N/A,758,8,563,187,14256,48.76,46,0,418.55,1.06,74.27
14-11-2026,2026,November,14,Italy,N/A,219,5,198,16,3283,40.93,9,0,1007.72,2.28,90.41
15-11-2026,2026,November,15,Pakistan,N/A,136,0,122,14,2358,47.84,7,0,819.73,0,89.71
16-11-2026,2026,November,16,Poland,N/A,584,13,430,141,10148,45.02,29,0,621.33,2.23,73.63
17-11-2026,2026,November,17,UK,N/A,133,2,93,38,1931,51.89,3,0,837.79,1.5,69.92
18-11-2026,2026,November,18,Pakistan,N/A,2884,62,2705,117,32364,50.15,136,4,1213.69,2.15,93.79
19-11-2026,2026,November,19,USA,N/A,93,1,75,17,927,46.18,1,0,550.74,1.08,80.65
20-11-2026,2026,November,20,Bangladesh,N/A,519,9,465,45,6884,55.65,26,0,1065.06,1.73,89.6
21-11-2026,2026,November,21,Poland,N/A,116,0,90,26,1479,52.48,4,0,378.67,0,77.59
22-11-2026,2026,November,22,USA,N/A,417,2,300,115,6495,54.27,25,0,234.41,0.48,71.94
23-11-2026,2026,November,23,Poland,N/A,573,12,416,145,10084,55.69,36,0,457.37,2.09,72.6
24-11-2026,2026,November,24,Ukraine,N/A,596,11,448,137,5063,50.42,46,0,333.57,1.85,75.17
25-11-2026,2026,November,25,Spain,N/A,82,2,68,12,1425,52.61,2,0,724.4,2.44,82.93
26-11-2026,2026,November,26,Indonesia,N/A,718,7,608,103,11126,56.95,49,0,31.51,0.97,84.68
27-11-2026,2026,November,27,Australia,N/A,1407,25,1326,56,18935,53.77,93,1,1276.58,1.78,94.24
28-11-2026,2026,November,28,UK,N/A,659,9,515,135,8038,48.51,40,0,186.08,1.37,78.15
29-11-2026,2026,November,29,Brazil,N/A,692,19,602,71,5377,49.81,7,1,538.15,2.75,86.99
30-11-2026,2026,November,30,Mexico,N/A,256,3,217,36,4850,51.57,15,0,677.03,1.17,84.77
1/12/2026,2026,December,1,Mexico,N/A,3809,76,3479,254,22853,58.49,111,3,620.31,2,91.34
2/12/2026,2026,December,2,Indonesia,N/A,178,5,137,36,1459,60.57,10,0,52.53,2.81,76.97
3/12/2026,2026,December,3,Italy,N/A,189,1,145,43,1951,48.26,11,0,469.68,0.53,76.72
4/12/2026,2026,December,4,India,Chhattisgarh,396,4,312,80,5625,59.55,19,0,621.33,1.01,78.79
5/12/2026,2026,December,5,Ukraine,N/A,554,5,441,108,7962,50.3,22,0,1227.95,0.9,79.6
6/12/2026,2026,December,6,Iran,N/A,40,0,37,3,537,51.51,1,0,1078.71,0,92.5
7/12/2026,2026,December,7,Iran,N/A,999,23,729,247,12735,53.59,12,0,1167.82,2.3,72.97
8/12/2026,2026,December,8,Germany,N/A,131,1,108,22,2248,51.49,9,0,25.43,0.76,82.44
9/12/2026,2026,December,9,India,Kerala,712,16,674,22,7930,47.38,21,0,560.19,2.25,94.66
10/12/2026,2026,December,10,France,N/A,462,13,399,50,7759,46.26,34,0,369.87,2.81,86.36
11/12/2026,2026,December,11,South Korea,N/A,505,5,383,117,4692,44.53,23,0,1178.45,0.99,75.84
12/12/2026,2026,December,12,Bangladesh,N/A,28,0,20,8,292,52.98,1,0,485.23,0,71.43
13-12-2026,2026,December,13,Canada,N/A,1069,31,787,251,11676,44.5,76,2,1372.55,2.9,73.62
14-12-2026,2026,December,14,Colombia,N/A,19,0,14,5,371,48.24,0,0,276.19,0,73.68
15-12-2026,2026,December,15,Japan,N/A,1497,18,1078,401,26035,56.39,77,0,389.27,1.2,72.01
16-12-2026,2026,December,16,Japan,N/A,195,4,180,11,2705,51.01,7,0,845.82,2.05,92.31
17-12-2026,2026,December,17,Brazil,N/A,111,1,79,31,1722,47.99,3,0,425.4,0.9,71.17
18-12-2026,2026,December,18,Spain,N/A,652,4,460,188,7799,46.24,25,0,1171.46,0.61,70.55
19-12-2026,2026,December,19,Mexico,N/A,1684,17,1389,278,24194,40.5,70,0,188.45,1.01,82.48
20-12-2026,2026,December,20,Russia,N/A,251,4,191,56,1255,50.16,11,0,1092.81,1.59,76.1
21-12-2026,2026,December,21,India,Madhya Pradesh,134,1,124,9,1032,52.1,6,0,485.31,0.75,92.54
22-12-2026,2026,December,22,Bangladesh,N/A,140,1,101,38,2553,50.26,8,0,901.97,0.71,72.14
23-12-2026,2026,December,23,Indonesia,N/A,190,2,176,12,1179,50.12,7,0,1135.96,1.05,92.63
24-12-2026,2026,December,24,Spain,N/A,33,0,25,8,300,41.48,0,0,1304.1,0,75.76
25-12-2026,2026,December,25,USA,N/A,313,9,292,12,5804,53.8,21,0,1110.91,2.88,93.29
26-12-2026,2026,December,26,USA,N/A,1656,48,1471,137,32720,50.06,53,3,1396.42,2.9,88.83
27-12-2026,2026,December,27,Russia,N/A,519,3,474,42,10147,47.95,12,0,847.7,0.58,91.33
28-12-2026,2026,December,28,Poland,N/A,204,1,155,48,2651,52.74,3,0,231.39,0.49,75.98
29-12-2026,2026,December,29,Poland,N/A,401,9,353,39,5511,52.77,27,0,185.7,2.24,88.03
30-12-2026,2026,December,30,Colombia,N/A,241,5,213,23,2386,55.96,12,0,1068.07,2.07,88.38
31-12-2026,2026,December,31,Australia,N/A,122,0,97,25,2152,56.65,5,0,919.44,0,79.51
1/1/2027,2027,January,1,Spain,N/A,514,7,363,144,9939,53.33,27,0,143.98,1.36,70.62
2/1/2027,2027,January,2,Pakistan,N/A,9,0,7,2,99,43.41,0,0,793.08,0,77.78
3/1/2027,2027,January,3,USA,N/A,72,0,54,18,768,53.69,4,0,1337.57,0,75
4/1/2027,2027,January,4,South Korea,N/A,764,4,683,77,9789,63.15,43,0,225.01,0.52,89.4
5/1/2027,2027,January,5,Iran,N/A,187,3,162,22,1833,52.37,7,0,60.93,1.6,86.63
6/1/2027,2027,January,6,USA,N/A,214,1,153,60,1428,53.97,8,0,1397.06,0.47,71.5
7/1/2027,2027,January,7,Russia,N/A,593,11,475,107,10991,51.34,27,0,447.27,1.85,80.1
8/1/2027,2027,January,8,UK,N/A,777,13,643,121,8105,53.62,32,0,132.7,1.67,82.75
9/1/2027,2027,January,9,Iran,N/A,96,2,81,13,700,54.09,6,0,1360.55,2.08,84.38
10/1/2027,2027,January,10,Ukraine,N/A,107,2,96,9,713,59.5,5,0,876.76,1.87,89.72
11/1/2027,2027,January,11,Argentina,N/A,141,1,103,37,1817,56.11,5,0,173.92,0.71,73.05
12/1/2027,2027,January,12,Japan,N/A,213,6,198,9,4170,57.54,11,0,152.4,2.82,92.96
13-01-2027,2027,January,13,Indonesia,N/A,456,10,413,33,4030,45.96,26,0,792.86,2.19,90.57
14-01-2027,2027,January,14,USA,N/A,261,7,196,58,3829,47.14,22,0,607.85,2.68,75.1
15-01-2027,2027,January,15,Germany,N/A,266,1,232,33,3901,49.7,17,0,226.99,0.38,87.22
16-01-2027,2027,January,16,Colombia,N/A,370,2,287,81,3770,60.45,32,0,994.15,0.54,77.57
17-01-2027,2027,January,17,Ukraine,N/A,16,0,14,2,200,55.67,1,0,939.76,0,87.5
18-01-2027,2027,January,18,Colombia,N/A,479,12,380,87,4254,63.16,27,0,733.29,2.51,79.33
19-01-2027,2027,January,19,Turkey,N/A,380,2,324,54,7201,51.53,26,0,94.7,0.53,85.26
20-01-2027,2027,January,20,France,N/A,108,3,84,21,1661,54.37,7,0,1026.53,2.78,77.78
21-01-2027,2027,January,21,Mexico,N/A,804,7,610,187,15581,56.39,0,0,1040.96,0.87,75.87
22-01-2027,2027,January,22,Brazil,N/A,49,0,42,7,448,60.03,2,0,1172.97,0,85.71
23-01-2027,2027,January,23,Iran,N/A,846,10,681,155,13199,52.54,40,0,905.47,1.18,80.5
24-01-2027,2027,January,24,Mexico,N/A,421,5,338,78,6606,49.64,20,0,738.4,1.19,80.29
25-01-2027,2027,January,25,Pakistan,N/A,1439,20,1244,175,12028,49.34,54,0,609.3,1.39,86.45
26-01-2027,2027,January,26,UK,N/A,26,0,23,3,330,44.46,1,0,992.76,0,88.46
27-01-2027,2027,January,27,Brazil,N/A,1166,30,911,225,11191,46.32,29,2,1257.27,2.57,78.13
28-01-2027,2027,January,28,UK,N/A,44,0,33,11,600,46.35,3,0,959.95,0,75
29-01-2027,2027,January,29,Pakistan,N/A,232,3,174,55,1680,45.76,15,0,549.37,1.29,75
30-01-2027,2027,January,30,Pakistan,N/A,14,0,10,4,93,55.42,0,0,913.86,0,71.43
31-01-2027,2027,January,31,Canada,N/A,66,1,56,9,356,48.53,5,0,680.31,1.52,84.85
1/2/2027,2027,February,1,Brazil,N/A,1157,29,852,276,23127,52.4,105,1,540.27,2.51,73.64
2/2/2027,2027,February,2,Iran,N/A,54,0,44,10,772,43.81,1,0,1133.24,0,81.48
3/2/2027,2027,February,3,Indonesia,N/A,61,0,51,10,610,54.06,1,0,319.68,0,83.61
4/2/2027,2027,February,4,Iran,N/A,562,7,470,85,6556,56.81,30,0,1163.26,1.25,83.63
5/2/2027,2027,February,5,South Africa,N/A,643,11,482,150,7264,47.99,23,0,585.62,1.71,74.96
6/2/2027,2027,February,6,China,N/A,211,2,188,21,3256,44.84,5,0,609.29,0.95,89.1
7/2/2027,2027,February,7,Indonesia,N/A,562,4,523,35,7786,61.25,34,0,609.34,0.71,93.06
8/2/2027,2027,February,8,Turkey,N/A,657,4,551,102,10728,64.84,31,0,1152.17,0.61,83.87
9/2/2027,2027,February,9,Pakistan,N/A,513,13,448,52,3237,48.56,31,0,441.08,2.53,87.33
10/2/2027,2027,February,10,China,N/A,369,9,283,77,2692,48.97,23,0,1192.37,2.44,76.69
11/2/2027,2027,February,11,USA,N/A,169,1,146,22,2489,54.33,12,0,878.53,0.59,86.39
12/2/2027,2027,February,12,Italy,N/A,1233,34,1087,112,22815,52.79,99,2,178.52,2.76,88.16
13-02-2027,2027,February,13,Australia,N/A,633,3,497,133,9643,53.34,27,0,988.47,0.47,78.52
14-02-2027,2027,February,14,Argentina,N/A,1705,19,1487,199,10860,52.9,112,1,848.68,1.11,87.21
15-02-2027,2027,February,15,Spain,N/A,1697,46,1524,127,26170,47.06,91,2,1124.83,2.71,89.81
16-02-2027,2027,February,16,Mexico,N/A,288,1,225,62,3257,55.95,14,0,515.72,0.35,78.12
17-02-2027,2027,February,17,Spain,N/A,30,0,24,6,320,48.12,2,0,1035.74,0,80
18-02-2027,2027,February,18,USA,N/A,262,2,207,53,3847,49.54,10,0,395.14,0.76,79.01
19-02-2027,2027,February,19,Germany,N/A,177,3,162,12,2092,48.15,6,0,1253.06,1.69,91.53
20-02-2027,2027,February,20,South Korea,N/A,255,3,218,34,3208,54.22,19,0,1068.58,1.18,85.49
21-02-2027,2027,February,21,Germany,N/A,1331,16,1088,227,10393,45.91,97,0,426.35,1.2,81.74
22-02-2027,2027,February,22,UK,N/A,982,17,861,104,5220,46.88,57,0,925.76,1.73,87.68
23-02-2027,2027,February,23,France,N/A,14,0,11,3,178,43.35,0,0,419.11,0,78.57
24-02-2027,2027,February,24,Ukraine,N/A,482,4,449,29,6226,55.1,27,0,1131.48,0.83,93.15
25-02-2027,2027,February,25,India,Karnataka,333,6,273,54,3768,47.53,22,0,1249.04,1.8,81.98
26-02-2027,2027,February,26,Australia,N/A,1179,17,917,245,22731,45.26,94,0,247.79,1.44,77.78
27-02-2027,2027,February,27,Iran,N/A,480,5,426,49,4017,60.55,31,0,1118.56,1.04,88.75
28-02-2027,2027,February,28,UK,N/A,121,3,93,25,667,53.82,4,0,979.18,2.48,76.86
1/3/2027,2027,March,1,Australia,N/A,322,4,301,17,3155,49.93,8,0,1293.76,1.24,93.48
2/3/2027,2027,March,2,Australia,N/A,475,4,349,122,8066,53.61,23,0,1371.97,0.84,73.47
3/3/2027,2027,March,3,France,N/A,1174,29,893,252,11589,55.78,52,1,976.79,2.47,76.06
4/3/2027,2027,March,4,Germany,N/A,1021,27,808,186,7907,53.4,51,2,373.25,2.64,79.14
5/3/2027,2027,March,5,Colombia,N/A,651,7,532,112,5666,60.57,40,0,1154.97,1.08,81.72
6/3/2027,2027,March,6,Indonesia,N/A,620,8,453,159,8174,55.55,24,0,1022.11,1.29,73.06
7/3/2027,2027,March,7,China,N/A,1180,20,915,245,14948,54.26,76,0,997.06,1.69,77.54
8/3/2027,2027,March,8,Russia,N/A,423,7,354,62,7506,56.47,22,0,125.62,1.65,83.69
9/3/2027,2027,March,9,Spain,N/A,980,7,724,249,12896,48,34,0,197.64,0.71,73.88
10/3/2027,2027,March,10,Germany,N/A,244,5,177,62,3491,42.41,5,0,953.85,2.05,72.54
11/3/2027,2027,March,11,Japan,N/A,416,6,319,91,7908,58.18,31,0,999.43,1.44,76.68
12/3/2027,2027,March,12,Pakistan,N/A,212,3,158,51,3229,51.74,8,0,1237.23,1.42,74.53
13-03-2027,2027,March,13,UK,N/A,2908,44,2168,696,41305,50.66,130,0,260.58,1.51,74.55
14-03-2027,2027,March,14,Japan,N/A,55,1,52,2,890,56.06,1,0,1063.56,1.82,94.55
15-03-2027,2027,March,15,Colombia,N/A,55,1,41,13,388,59.68,2,0,1167.6,1.82,74.55
16-03-2027,2027,March,16,India,Andhra Pradesh,479,13,436,30,2839,48.41,19,0,1178.44,2.71,91.02
17-03-2027,2027,March,17,South Korea,N/A,956,12,685,259,19005,55.18,51,0,944.62,1.26,71.65
18-03-2027,2027,March,18,Indonesia,N/A,473,8,401,64,3047,53.88,23,0,414.61,1.69,84.78
19-03-2027,2027,March,19,Mexico,N/A,426,8,388,30,4620,51.21,21,0,1143.36,1.88,91.08
