Record_ID,Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Temperature_C,Humidity_%,Wind_Speed_kmph
2791,16-02-2024,Ahmedabad,51,81.2,26.1,5.6,0.51,16.3,83,Satisfactory,24.8,56.5,1.1
2792,16-02-2024,Chennai,59.8,81.1,15.4,4.6,1.07,28,71,Satisfactory,24.7,61.4,3.6
2793,16-02-2024,Mumbai,180.8,314.6,26.7,6.4,0.47,73.8,376,Very Poor,31.4,55.2,1.9
2794,16-02-2024,Jaipur,100.2,140.3,39.1,11.2,1.6,36.9,290,Poor,26.8,51.3,3.8
2795,16-02-2024,Chennai,39.3,70.2,15.5,3.2,1.39,34.8,80,Satisfactory,29.3,65,3.6
2796,16-02-2024,Bengaluru,78.6,140.1,26.9,3.7,0.92,32.6,181,Moderate,29.8,33.3,5.9
2797,16-02-2024,Bengaluru,30.1,43.5,29.6,13.8,0.32,40.7,97,Satisfactory,35.2,20.7,2
2798,17-02-2024,Hyderabad,79.2,132,21.5,4.3,0.17,9.6,138,Moderate,31.3,38.5,6.8
2799,17-02-2024,Bengaluru,63.7,116.6,10.9,2.6,0.66,22.6,147,Moderate,23.2,77,3
2800,17-02-2024,Bengaluru,81,137.4,18.9,7,0.77,66,129,Moderate,30.4,52.6,2.9
2801,17-02-2024,Chennai,135,242.6,18.1,1.8,0.21,19.9,349,Very Poor,28,33.9,2.1
2802,18-02-2024,Kolkata,71.9,130.5,29.8,4.4,0.69,31,197,Moderate,38.6,84,3.8
2803,18-02-2024,Delhi,106.3,190.5,26.2,23.5,1.37,40.1,261,Poor,12,24.9,1.5
2804,18-02-2024,Delhi,156.4,263.7,24.9,6.9,0.61,29.6,372,Very Poor,26,44,2.8
2805,18-02-2024,Bengaluru,90.1,121.7,28.4,7.4,1.79,19.7,245,Poor,23.1,60.2,1.9
2806,18-02-2024,Hyderabad,56.3,80.7,15.6,4.7,0.23,32.1,78,Satisfactory,26.3,33.4,3
2807,18-02-2024,Ahmedabad,99.9,140.2,40.1,23.3,0.76,11,259,Poor,36.2,46.3,5.1
2808,18-02-2024,Kolkata,48.8,76.7,10.5,20.3,2.28,23.5,96,Satisfactory,44.4,31,2.5
2809,18-02-2024,Jaipur,178.7,254.1,18.4,14,0.37,49.1,378,Very Poor,15.4,83,3.8
2810,18-02-2024,Jaipur,107.4,174.1,49,4.8,0.57,32.1,208,Poor,34,73.6,2.3
2811,18-02-2024,Lucknow,238.9,406.7,26.5,17,1.1,24,357,Very Poor,29,66.8,8.3
2812,18-02-2024,Lucknow,72.8,101.1,39.7,6.5,1.46,18.5,164,Moderate,16.6,90.2,2.8
2813,18-02-2024,Ahmedabad,72.1,134.7,12,22.9,0.73,42.2,199,Moderate,43,83.4,1
2814,19-02-2024,Bengaluru,28.5,41.5,7.8,5.1,0.57,33.9,10,Good,35.3,79,1.6
2815,19-02-2024,Pune,17.5,25.1,13.9,6,1,43.2,47,Good,31.6,33.6,3.7
2816,19-02-2024,Chennai,85.3,142.1,13.4,1.3,0.17,23.8,167,Moderate,25.3,53.8,3.4
2817,19-02-2024,Mumbai,91.1,139.4,7.8,9.5,1.09,75.7,251,Poor,24.8,40.5,4.5
2818,20-02-2024,Lucknow,74.6,119.3,78.4,22.5,1.89,15.3,120,Moderate,23.7,61.9,1.3
2819,20-02-2024,Kolkata,141,237.8,9.3,16.6,0.53,27.8,307,Very Poor,23.5,74.2,3.1
2820,20-02-2024,Lucknow,85.1,112,41.5,5.7,1.34,18.4,166,Moderate,36.1,88.5,5
2821,20-02-2024,Lucknow,103.2,134.9,25.7,1.6,1.36,10,283,Poor,25.6,36.3,0.4
2822,20-02-2024,Lucknow,65.8,89.1,27.9,13.4,1.42,28,188,Moderate,23.9,57.4,8.3
2823,20-02-2024,Lucknow,153.5,212.1,20.5,4.7,2.04,67.6,371,Very Poor,26.4,23.6,1.5
2824,20-02-2024,Mumbai,54.9,87.2,12.9,2.3,0.83,48.4,82,Satisfactory,29.4,63,1.3
2825,21-02-2024,Mumbai,46.8,77.2,29,4.8,0.63,54.1,58,Satisfactory,12.2,69.7,0.2
2826,21-02-2024,Pune,27.1,40.7,8.3,4.7,0.29,43.8,23,Good,29.4,62.7,0.4
2827,21-02-2024,Jaipur,190.9,278.4,25.6,8.6,0.18,54.7,348,Very Poor,28.5,41.9,1.9
2828,21-02-2024,Lucknow,144.5,265.2,17.3,22.2,1.14,23.6,354,Very Poor,24.9,22.1,1.1
2829,22-02-2024,Jaipur,75.8,117.4,34.1,7.7,3.34,60,168,Moderate,35,25.5,0.8
2830,22-02-2024,Delhi,154.4,264,40.8,15.8,0.31,39,340,Very Poor,33.7,54,4.8
2831,22-02-2024,Bengaluru,59,106.5,43.6,4.4,0.81,31.9,66,Satisfactory,22.8,75.1,1.5
2832,22-02-2024,Pune,95.7,174.3,25.3,9.1,0.17,71.1,208,Poor,38.5,30.1,5.4
2833,22-02-2024,Ahmedabad,86.3,146.3,54.9,2.6,1.15,37.9,195,Moderate,26.9,21.7,2
2834,22-02-2024,Bengaluru,102.6,143.7,22.2,15.3,0.48,26.4,247,Poor,27.4,35.7,1.2
2835,23-02-2024,Chennai,89.5,132.2,17.3,6.4,0.36,43,104,Moderate,25.7,24,2.9
2836,23-02-2024,Chennai,108.7,204.3,6.1,5.8,0.28,29.4,210,Poor,34.4,64.2,2.3
2837,23-02-2024,Kolkata,72.7,100.4,47.5,13,3.06,5,101,Moderate,19.5,83.3,0.2
2838,23-02-2024,Kolkata,67.4,105.9,40.5,22.2,0.45,44.1,146,Moderate,30.7,61.2,3.8
2839,23-02-2024,Mumbai,46.5,86.1,17.5,3,4.26,32.1,63,Satisfactory,29,28.1,4.2
2840,23-02-2024,Bengaluru,31.7,47.7,15.1,4.3,0.44,42.6,70,Satisfactory,31.5,26.4,2
2841,23-02-2024,Lucknow,33,43.9,22.6,10.3,1.24,43.9,90,Satisfactory,27.1,56.6,1
2842,23-02-2024,Ahmedabad,96.5,182.1,32,15.3,0.9,8.4,271,Poor,19.2,50.8,2
2843,23-02-2024,Jaipur,103.5,193,50.9,1.4,0.82,19.1,215,Poor,16.3,65.7,5
2844,24-02-2024,Ahmedabad,28.6,41.2,25.7,2.9,1.2,63.1,1,Good,36.9,70,7
2845,24-02-2024,Bengaluru,94.8,143.8,5.1,1.3,1.26,34.1,202,Poor,25.4,30.5,3.7
2846,24-02-2024,Ahmedabad,38.1,63.7,34,4.4,1.92,21.6,91,Satisfactory,30.5,79.1,4.5
2847,24-02-2024,Ahmedabad,190.8,353.5,17.8,7.3,0.1,39.4,334,Very Poor,28.8,81.5,4.8
2848,24-02-2024,Kolkata,80.8,105.3,29,3,1.43,44.7,172,Moderate,31.3,57.5,5.1
2849,24-02-2024,Mumbai,103.9,152.9,51.7,4.3,0.16,25.2,249,Poor,40,65.3,2.6
2850,24-02-2024,Lucknow,64.7,117.3,20.3,6.1,1.86,69.5,124,Moderate,31.3,34.4,0.9
2851,24-02-2024,Pune,42.8,57.4,13.5,15,1.28,31.1,56,Satisfactory,38.5,20.9,4.3
2852,24-02-2024,Mumbai,56.7,79.1,31.8,7.9,1.07,29.8,82,Satisfactory,29.8,87.9,2.8
2853,24-02-2024,Hyderabad,76.9,110.2,30.7,7.8,2.45,30.1,159,Moderate,26.4,78.6,3.8
2854,24-02-2024,Mumbai,77.9,128.7,18.4,2.7,0.95,45,138,Moderate,20.1,28,6.6
2855,24-02-2024,Chennai,33.1,48,33.4,5,1.57,5.5,90,Satisfactory,24.8,23.6,5.1
2856,24-02-2024,Chennai,30.8,55.1,10.8,8.9,1.53,55.6,80,Satisfactory,21.7,62.8,0.7
2857,25-02-2024,Hyderabad,30.5,52.3,13.6,9,0.35,78.1,71,Satisfactory,23.9,74.3,3.6
2858,25-02-2024,Lucknow,215.9,349.2,52.5,14.7,2.67,10,348,Very Poor,24.7,27.5,2.3
2859,25-02-2024,Bengaluru,71.2,120.2,13.2,4.8,0.47,30.2,144,Moderate,29,62.3,3
2860,25-02-2024,Chennai,128.1,188.9,20.5,1,1.22,30,366,Very Poor,25.1,30.3,0.4
2861,25-02-2024,Lucknow,142.9,266.5,21.4,1.5,1.24,45.2,366,Very Poor,20,91.9,2.9
2862,25-02-2024,Lucknow,75,124,105.8,22.5,0.88,50.3,193,Moderate,26.2,39.2,9.4
2863,26-02-2024,Pune,139.7,241,55.5,20,0.4,49.3,399,Very Poor,34.6,70.7,1.2
2864,26-02-2024,Hyderabad,58.4,89.2,12.8,3.1,1.13,25.4,86,Satisfactory,35.2,49,3.3
2865,26-02-2024,Pune,52.1,83.5,19.3,6,0.98,55.8,73,Satisfactory,37.1,91.2,2.9
2866,26-02-2024,Lucknow,104.8,138.4,45.9,12.4,2.92,16.9,246,Poor,30.3,94.1,1
2867,26-02-2024,Mumbai,85.1,111.5,25.9,8.1,2.14,23.9,160,Moderate,37.1,31,1.2
2868,26-02-2024,Pune,118.3,165.3,26.7,9.9,0.36,32.5,205,Poor,26.3,23.8,2.3
2869,26-02-2024,Hyderabad,30.7,48.4,6.4,6.3,0.36,47.6,82,Satisfactory,28.9,22.2,2.9
2870,26-02-2024,Hyderabad,182,342.6,46.6,2.4,0.59,83.4,342,Very Poor,34.3,55,2.1
2871,27-02-2024,Mumbai,67.1,124.8,23.5,12.1,0.31,12.6,157,Moderate,36.1,46.3,2.8
2872,27-02-2024,Delhi,52.1,93.6,8,18.6,0.5,26.3,67,Satisfactory,32.6,44.6,3.9
2873,27-02-2024,Mumbai,52.8,76.2,17.7,7.2,2.61,23.2,84,Satisfactory,33.4,24.1,3.1
2874,28-02-2024,Pune,92.1,173.9,30.6,1.7,1.17,29.7,228,Poor,23.8,79.5,4.3
2875,28-02-2024,Jaipur,45.8,59.8,42.1,3.9,4.73,38.1,96,Satisfactory,29.8,64.1,3.2
2876,28-02-2024,Jaipur,69.7,125.1,33.1,8.6,2.43,33.8,182,Moderate,29.9,65.4,0.9
2877,28-02-2024,Mumbai,34.6,50.1,14.7,4.2,3.28,24.6,65,Satisfactory,30.5,83.8,1.6
2878,28-02-2024,Kolkata,176.9,279.2,19.4,7.1,0.69,34.6,313,Very Poor,24.5,22.3,1.2
2879,29-02-2024,Mumbai,243.9,455.8,27.2,7,1.5,29.8,323,Very Poor,26.7,20.6,2.3
2880,29-02-2024,Kolkata,25.9,35.9,32,3,0.7,77,43,Good,20.2,35.6,10.4
2881,29-02-2024,Bengaluru,50.8,81.8,6.1,1,0.73,71,58,Satisfactory,33.8,82.5,3.7
2882,29-02-2024,Delhi,177.7,271.8,28.9,9.7,1.96,6.4,376,Very Poor,29.5,47.5,0.5
2883,29-02-2024,Mumbai,130.5,199.6,30.7,3.4,1.42,53.9,391,Very Poor,30.7,74.3,2
2884,29-02-2024,Hyderabad,121,223.5,33.1,3.5,0.35,41.4,327,Very Poor,33.4,85.2,1.1
2885,29-02-2024,Lucknow,135,177.3,59.2,15.3,2.09,22.1,302,Very Poor,26.9,65.9,2.1
2886,29-02-2024,Ahmedabad,53.7,71,11.8,2.8,0.37,54.6,94,Satisfactory,24.7,71.9,0.8
2887,29-02-2024,Lucknow,126.6,224,22.1,25.7,0.87,76.4,376,Very Poor,35,22.2,1.3
2888,1/3/2024,Jaipur,107.7,193.9,10.7,6.5,1.3,49.4,245,Poor,24.6,42.5,2.2
2889,1/3/2024,Chennai,38.8,67,5.5,16.6,2.78,22.6,83,Satisfactory,27.3,24.7,3
2890,1/3/2024,Lucknow,60.2,81.7,43.1,1.2,0.33,59.6,177,Moderate,30.2,94.5,1.5
2891,1/3/2024,Hyderabad,68.9,112,20.4,6.6,0.76,19.4,131,Moderate,30.4,48.7,1.4
2892,1/3/2024,Ahmedabad,42,74.3,18.6,3.8,0.42,85.7,53,Satisfactory,32.6,30.2,1.7
2893,1/3/2024,Bengaluru,28.8,40,6.1,4.9,0.31,32.4,2,Good,29.1,55.5,2.1
2894,2/3/2024,Pune,58.3,100.7,12.2,8.9,1.75,29.3,59,Satisfactory,25.3,42.8,2.2
2895,2/3/2024,Chennai,24.1,40.3,17.2,8.7,0.95,8.5,40,Good,25.5,46.5,0.9
2896,2/3/2024,Delhi,60.9,82.3,24.5,4.4,3.91,17.6,149,Moderate,26.5,65.1,2
2897,2/3/2024,Pune,64.8,103.3,66.7,4.7,0.15,17.7,151,Moderate,29.8,29.2,3.5
2898,2/3/2024,Chennai,30.5,44.4,32.1,3.2,3.14,26,76,Satisfactory,32.1,85.5,1.6
2899,2/3/2024,Mumbai,52.3,71.9,29.6,20,0.5,49.2,65,Satisfactory,24.6,56,2.5
2900,2/3/2024,Ahmedabad,29.2,49.1,31.3,1.8,0.66,9.5,14,Good,26.3,91,5.8
2901,3/3/2024,Jaipur,129.4,198.8,97.2,4.9,1.17,33.4,334,Very Poor,24.2,61.4,1.8
2902,3/3/2024,Kolkata,103,139.3,29.3,10.3,0.97,23.9,294,Poor,19.6,20.6,1.2
2903,3/3/2024,Mumbai,61.3,94.4,18.7,11.7,0.62,44.8,163,Moderate,29.5,59.4,4.6
2904,3/3/2024,Bengaluru,67.7,104.7,9.4,8.3,0.1,13.3,111,Moderate,26.9,84.7,3
2905,3/3/2024,Jaipur,25.8,39.4,38.8,14.7,2.03,7.3,6,Good,25.4,23.5,1.1
2906,3/3/2024,Lucknow,110,188.9,31.6,8.1,3.13,34.2,277,Poor,38.5,89.1,2.7
2907,3/3/2024,Chennai,48.7,75.4,17.2,14.5,1.64,39.9,57,Satisfactory,25.6,54.2,2.1
2908,4/3/2024,Hyderabad,60.1,92.9,10.4,11.4,1.56,64,141,Moderate,25.4,40.3,2.1
2909,4/3/2024,Mumbai,57.8,106.9,25.5,2.4,1.78,59.2,99,Satisfactory,24.8,21.2,0.5
2910,4/3/2024,Lucknow,70.1,113.4,16.4,11.6,1.27,20.2,139,Moderate,27.4,80.7,1.4
2911,4/3/2024,Lucknow,35.9,65.4,11.3,4.7,0.44,40.7,94,Satisfactory,24.1,63.5,4.8
2912,4/3/2024,Kolkata,81.5,129.1,22.6,7.3,1.04,27.1,169,Moderate,23.9,24.3,4.9
2913,4/3/2024,Delhi,142.7,256.9,52.2,13.4,5.02,22.8,352,Very Poor,24.1,60.9,2.1
2914,5/3/2024,Delhi,45.5,77,27.7,13.7,1.27,32,61,Satisfactory,20.6,42.2,2.6
2915,5/3/2024,Hyderabad,38.7,72.2,35.1,9.2,0.96,39.6,54,Satisfactory,24.7,80.6,3.4
2916,5/3/2024,Delhi,36.2,47.1,55.3,16.3,0.99,72.7,79,Satisfactory,32.3,36,3.5
2917,5/3/2024,Pune,63.4,102.8,8.7,1,0.56,18.2,175,Moderate,16.4,47.1,2.6
2918,6/3/2024,Mumbai,48.4,69.1,19.2,2.4,0.28,25.4,85,Satisfactory,21.4,54,4.1
2919,6/3/2024,Hyderabad,40.1,71.7,9.2,12,0.72,25.6,79,Satisfactory,18.5,84.3,2.5
2920,6/3/2024,Lucknow,71.7,93.4,13.7,7.3,2.62,14.2,197,Moderate,31.4,62,1.4
2921,6/3/2024,Delhi,203.2,359.4,38.8,7.2,3.15,45.9,332,Very Poor,30.5,36.3,4.1
2922,6/3/2024,Chennai,46,64.5,7.8,7.1,0.1,19.8,73,Satisfactory,27.5,52.1,3.1
2923,7/3/2024,Jaipur,98.5,144.3,2.6,4.7,1.81,9.8,225,Poor,20.8,44.6,3.4
2924,7/3/2024,Bengaluru,26.5,41.6,16.6,6.9,0.86,70.5,19,Good,22.3,50.2,4
2925,7/3/2024,Delhi,154.6,252.5,43.3,16.5,0.85,87.1,307,Very Poor,36.6,25,3
2926,7/3/2024,Hyderabad,65.6,118.2,9.4,1.6,0.52,14.8,160,Moderate,27.7,79.2,1.9
2927,7/3/2024,Bengaluru,40.6,67.8,39.1,1,0.29,64.9,96,Satisfactory,22.6,71.1,4.8
2928,7/3/2024,Ahmedabad,56.4,97.8,38.8,1,1.57,30.7,66,Satisfactory,18.9,75.2,3.9
2929,8/3/2024,Lucknow,130.4,187.4,25.6,12.4,0.93,13.3,386,Very Poor,29.2,57.3,5
2930,8/3/2024,Lucknow,179.8,242.1,36.4,10.5,1.6,49,357,Very Poor,25.3,29.5,10.5
2931,8/3/2024,Delhi,166.7,233.3,18.9,43.6,0.51,34.1,334,Very Poor,22.5,64.1,4.4
2932,9/3/2024,Ahmedabad,130.9,242.6,42.8,1.7,0.88,33.9,382,Very Poor,35.3,66.8,2
2933,9/3/2024,Hyderabad,47.9,82.6,13,12.5,0.63,22.7,68,Satisfactory,32.8,89.5,3.2
2934,9/3/2024,Delhi,111.3,179.1,49.7,5.6,2.29,31,295,Poor,30.2,48.4,1.6
2935,9/3/2024,Pune,30.4,48.8,22.4,2.2,1.06,39.7,63,Satisfactory,26.6,40.3,1.7
2936,9/3/2024,Kolkata,41.2,63.5,13.7,3.2,1.95,51.2,92,Satisfactory,26.1,92.9,2.8
2937,10/3/2024,Chennai,37.2,52.8,12.7,2.4,0.56,50.2,71,Satisfactory,27.7,80,1.2
2938,10/3/2024,Pune,50.7,89.5,23.7,2.9,0.86,26.9,96,Satisfactory,17.5,33.4,5.2
2939,10/3/2024,Kolkata,42.2,74.2,15.6,11.5,1.51,14.1,96,Satisfactory,23.7,27,1.2
2940,10/3/2024,Mumbai,71.7,113.1,16.7,6.1,2.8,81,116,Moderate,31.2,91.6,3.3
2941,10/3/2024,Delhi,121.3,206.9,59,12.7,1.26,38.2,349,Very Poor,24.8,33.2,2.9
2942,10/3/2024,Jaipur,53.9,80.7,15.1,5.4,2.94,23.5,91,Satisfactory,26,45.6,1.7
2943,10/3/2024,Hyderabad,79.7,104.9,14.2,6.4,0.42,18.6,166,Moderate,30.2,87.6,8
2944,10/3/2024,Hyderabad,70.7,122,15.5,3.8,0.42,33.9,188,Moderate,33.4,71.3,4.1
2945,10/3/2024,Kolkata,69,102.3,19.9,11.7,1.48,88.7,195,Moderate,17.6,45.6,0.7
2946,10/3/2024,Hyderabad,31.4,48.1,26.3,2.6,1.29,60.5,77,Satisfactory,32.6,66.2,0.3
2947,10/3/2024,Lucknow,44.5,60.8,24.7,7.9,1.11,72.8,57,Satisfactory,22.6,36.1,6
2948,11/3/2024,Mumbai,46,86.9,8,6.2,1.59,12.6,56,Satisfactory,38.7,80.1,1.3
2949,11/3/2024,Mumbai,30.7,54.4,22.9,6.5,0.97,42.9,80,Satisfactory,29,78.5,4.7
2950,11/3/2024,Bengaluru,57.8,80.5,5.7,6,0.42,32.4,54,Satisfactory,32.5,64.5,0.7
2951,11/3/2024,Chennai,72.1,125.5,14.9,5.6,0.94,11.5,168,Moderate,24.8,34.2,2
2952,11/3/2024,Mumbai,93.7,164.1,13.1,19.8,0.68,81.5,260,Poor,27.4,39.2,2.7
2953,11/3/2024,Mumbai,48.1,87.2,24.2,6.6,0.89,64.6,83,Satisfactory,40.1,34.4,3.1
2954,11/3/2024,Kolkata,45.8,65.9,28.4,17.6,0.93,57.2,82,Satisfactory,26.9,31.6,0.4
2955,11/3/2024,Jaipur,82.3,128.6,39.5,22.2,1.52,13.6,124,Moderate,31.7,90,2.3
2956,11/3/2024,Lucknow,100,135.7,25.6,17.9,0.61,23.5,226,Poor,38.9,51.6,2.8
2957,12/3/2024,Bengaluru,58.9,78.2,45.3,7.8,0.52,13.7,64,Satisfactory,34.9,64.7,1.3
2958,12/3/2024,Pune,45.2,66.9,17.6,17.3,0.23,20.4,51,Satisfactory,31.7,78.6,3
2959,12/3/2024,Mumbai,219.7,321,38.5,4.3,0.76,14.8,352,Very Poor,33.6,92.8,2.3
2960,12/3/2024,Delhi,55.1,96.8,35.6,18.1,0.87,24,66,Satisfactory,28.6,39.4,2.9
2961,12/3/2024,Hyderabad,115.6,199.1,27,1,0.62,26.7,278,Poor,24.6,42.2,9.1
2962,12/3/2024,Kolkata,85.1,144.2,15.7,3.6,0.92,13.6,114,Moderate,24.4,25.5,2.3
2963,12/3/2024,Pune,120,204.2,17.5,2.6,0.56,34,253,Poor,25.5,44.4,5
2964,13-03-2024,Pune,38.1,68.2,16.4,5.6,2.01,12.9,98,Satisfactory,31,80,9.7
2965,13-03-2024,Bengaluru,40.1,66.7,12.1,11.4,0.22,37.8,81,Satisfactory,24.1,49.2,6.9
2966,13-03-2024,Delhi,87.5,136.8,8.8,13.2,0.43,25.7,116,Moderate,31.8,62.5,4.9
2967,13-03-2024,Delhi,117.8,200.5,47.5,8.5,0.48,41.4,295,Poor,32,82.1,3.1
2968,13-03-2024,Pune,33.7,48,13.7,1.9,1.4,46.8,82,Satisfactory,23.8,41.7,1.8
2969,13-03-2024,Bengaluru,47.2,65.6,8.8,4,0.59,15.8,82,Satisfactory,20,30.8,1.9
2970,13-03-2024,Kolkata,210.9,300.6,26.3,1.3,0.1,27.4,331,Very Poor,23,71.8,4.7
2971,13-03-2024,Hyderabad,51.3,82.8,29.2,11.8,0.67,81.2,53,Satisfactory,23.6,78.5,3.4
2972,14-03-2024,Bengaluru,44.6,79.2,39.6,8.1,1.43,59.3,51,Satisfactory,31.5,76.7,6.2
2973,14-03-2024,Delhi,70.1,91.5,64.3,28.8,2.82,64.4,111,Moderate,36.3,29.1,3.6
2974,14-03-2024,Pune,67.6,111.7,38.1,7.1,0.44,30.3,176,Moderate,33.4,85,3.5
2975,14-03-2024,Kolkata,55,84.7,19.9,5.9,1.36,54.5,80,Satisfactory,35.6,45.2,3.6
2976,15-03-2024,Bengaluru,89.1,165.8,7.9,3.4,0.32,85.7,179,Moderate,38.4,68.4,3.6
2977,15-03-2024,Lucknow,155.6,281,27.4,7,1.95,9.1,377,Very Poor,30.8,74.5,4.1
2978,15-03-2024,Lucknow,116,213.1,44.7,16.9,2.23,51.2,212,Poor,30.1,49,3.5
2979,15-03-2024,Delhi,73.4,126.3,77.6,7.3,0.88,51.4,111,Moderate,25.1,24.1,3.2
2980,15-03-2024,Kolkata,39.1,68.4,15.8,11.7,1.47,13.4,74,Satisfactory,31.2,54.4,1.6
2981,16-03-2024,Bengaluru,83.2,132.3,5.7,11.8,0.39,9.5,195,Moderate,30.5,56.3,5.2
2982,16-03-2024,Ahmedabad,34.5,45.1,31.6,17.5,1.17,41.7,67,Satisfactory,33.7,23.1,4.4
2983,16-03-2024,Lucknow,83.8,153.6,30.5,19,0.76,20.5,137,Moderate,26.2,92.7,0.8
2984,16-03-2024,Kolkata,20.4,35.4,13.7,7.7,3.27,71.5,33,Good,14,36,5.7
2985,16-03-2024,Mumbai,63.6,90.1,21.3,6.1,0.61,54.8,116,Moderate,23.4,45.4,9.5
2986,16-03-2024,Chennai,36.6,49,12.3,7.9,0.95,23.1,57,Satisfactory,25.9,85.2,10.6
2987,16-03-2024,Mumbai,31.1,47.7,17.2,13.6,1.28,29.2,73,Satisfactory,22.6,63.7,3.1
2988,16-03-2024,Jaipur,63.6,90.1,59.4,20.9,0.83,51.2,139,Moderate,35.9,73.1,1.9
2989,17-03-2024,Bengaluru,29.3,52.3,13.1,4,0.44,15.8,12,Good,19.1,39.3,7.9
2990,17-03-2024,Delhi,72.1,95.6,52.1,5.1,2.32,63,167,Moderate,18.5,27.9,0.9
2991,17-03-2024,Delhi,116.5,208,53.5,12.3,2.08,14.6,232,Poor,28.4,81.2,2.8
2992,17-03-2024,Chennai,61,81.6,23.3,7.7,0.28,52.5,106,Moderate,23.3,94.3,2.4
2993,17-03-2024,Delhi,78.8,137.3,15.3,18.3,1.17,23.9,146,Moderate,29.7,65.4,13.3
2994,17-03-2024,Jaipur,105.3,184.1,5.3,1.8,0.67,36.5,237,Poor,28.8,57.7,6.1
2995,17-03-2024,Bengaluru,29.2,40.7,9.2,2.5,0.63,9.1,38,Good,32.5,84.1,0.5
2996,17-03-2024,Jaipur,57.7,108.6,44.7,1.1,1.11,109.7,75,Satisfactory,35.1,52.7,8.7
2997,18-03-2024,Bengaluru,38.1,63.7,8.4,2.2,1.06,12,71,Satisfactory,34.8,38,5.1
2998,18-03-2024,Lucknow,73.7,113.9,55.9,17.9,1.7,23.2,164,Moderate,36.2,92.5,5.8
2999,18-03-2024,Kolkata,66.7,101.7,16.3,2.9,0.64,55.5,132,Moderate,35.9,33.3,3.3
3000,18-03-2024,Pune,25.9,42.3,6.1,3.5,0.34,44.2,26,Good,29.7,24.2,3.2
3001,18-03-2024,Lucknow,46.4,63.7,39.8,3.2,0.89,26.1,66,Satisfactory,32.2,91.2,1.9
3002,18-03-2024,Hyderabad,86.8,139.2,15.9,2.2,0.43,65.4,179,Moderate,24.2,21.9,1.7
3003,18-03-2024,Chennai,88.5,135.5,47,1.8,0.33,17,144,Moderate,26.2,67.5,4.1
3004,18-03-2024,Pune,51.5,80.7,21.2,13.6,1.85,16.9,86,Satisfactory,37.8,51.9,1.9
3005,18-03-2024,Delhi,175,276.6,49.3,7.3,1.05,11.9,315,Very Poor,30.7,44.4,1.7
3006,19-03-2024,Lucknow,71.4,115.4,67.6,7,1.07,46.9,177,Moderate,25.5,73.5,2.2
3007,19-03-2024,Mumbai,67.8,115,25.9,17.6,1.04,44.6,174,Moderate,23.9,85,3.8
3008,19-03-2024,Hyderabad,49.6,81.3,9.9,4.8,1.48,49.4,70,Satisfactory,37.2,89.8,3.6
3009,20-03-2024,Lucknow,56.2,92.9,134.1,3.8,4.45,50.3,96,Satisfactory,27.2,48,3.5
3010,20-03-2024,Ahmedabad,93.5,126.8,35.7,15.3,0.86,25.2,209,Poor,24.9,39,3.3
3011,20-03-2024,Chennai,30.5,43.7,11.5,5.1,0.43,23,95,Satisfactory,45,34.8,6.5
3012,20-03-2024,Jaipur,58.3,89.6,48.6,5.4,0.42,36,54,Satisfactory,34.1,22.2,5.9
3013,20-03-2024,Mumbai,85.8,129.7,33.3,3.6,0.1,40.9,165,Moderate,29.6,71.3,0.8
3014,20-03-2024,Bengaluru,7.6,11.5,43,8.4,0.74,21.9,6,Good,35.8,48.1,2.7
3015,20-03-2024,Hyderabad,39.6,71.1,20.9,4,0.55,91.7,92,Satisfactory,17.8,87.6,1.2
3016,20-03-2024,Jaipur,28.3,43.3,33.3,7.5,1.12,23.6,8,Good,23.7,38.1,1.3
3017,20-03-2024,Lucknow,49.9,75.6,18.3,8.4,1.34,61.8,61,Satisfactory,27.3,48.5,12.8
3018,21-03-2024,Pune,45.4,73.2,21.1,10.7,0.88,33.6,67,Satisfactory,29.9,74,4.2
3019,21-03-2024,Jaipur,123.3,191.2,37.7,1.7,0.63,91.7,379,Very Poor,24.6,28.6,1.3
3020,21-03-2024,Delhi,114.2,167.7,21.3,8.5,1.32,33.3,294,Poor,35.7,81.6,2.3
3021,21-03-2024,Bengaluru,28,48.9,18.4,5.4,0.68,39.6,6,Good,35.7,82.3,1.8
3022,21-03-2024,Jaipur,60.6,114.1,38.4,8,1.07,32.6,148,Moderate,25.2,47.4,1.7
3023,21-03-2024,Jaipur,46.7,81.8,24.7,9.5,1.11,47,55,Satisfactory,29.7,93.1,0.3
3024,22-03-2024,Delhi,202,295.5,74.7,6.4,2.35,19.5,372,Very Poor,31.9,62.1,3.6
3025,22-03-2024,Kolkata,216.6,282.8,31.8,11.4,0.87,26.6,393,Very Poor,36.3,26.6,1.3
3026,22-03-2024,Jaipur,77.9,120.7,67.8,7,0.77,55.6,130,Moderate,23.4,53,2.2
3027,22-03-2024,Ahmedabad,99,154.2,17.6,1,4.08,98.7,260,Poor,31.4,72.5,1.6
3028,23-03-2024,Hyderabad,30.4,40.8,40.3,2.3,0.51,28.8,97,Satisfactory,30.4,77.3,0.5
3029,23-03-2024,Mumbai,67,102.7,12.6,9.6,0.76,24.5,144,Moderate,26.4,79,2.8
3030,23-03-2024,Jaipur,86.1,136.8,6.6,11.5,1.9,63,127,Moderate,27.7,80,3.5
