Country,Region,Year,Happiness Score,GDP per Capita,Social Support,Healthy Life Expectancy,Freedom to Make Choices,Generosity,Perceptions of Corruption
United States,North America,2018,3.306,0.827,0.883,0.657,0.815,0.084,0.482
Finland,Europe,2015,5.072,1.309,1.068,0.912,0.432,0.042,0.174
India,South Asia,2017,4.699,1.199,1.142,0.934,0.87,0.515,0.397
India,South Asia,2024,4.108,1.108,1.106,0.841,0.886,0.06,0.22
Australia,Oceania,2020,4.997,1.248,1.092,1.021,0.641,0.054,0.427
Denmark,Europe,2022,4.995,1.233,1.029,1.041,0.745,0.079,0.256
Germany,Europe,2022,3.806,0.994,0.979,0.728,0.499,0.073,0.207
Denmark,Europe,2018,3.559,0.987,0.86,0.77,0.489,0.341,0.306
Canada,North America,2016,6.633,1.543,1.584,1.264,0.637,0.534,0.191
Germany,Europe,2020,6.49,1.714,1.317,1.202,0.788,0.543,0.138
Canada,North America,2015,4.19,1.116,1.13,0.845,0.852,0.462,0.299
Iceland,Europe,2025,4.599,1.076,1.024,0.802,0.401,0.246,0.257
New Zealand,Oceania,2021,6.516,1.631,1.48,1.224,0.736,0.562,0.119
Netherlands,Europe,2018,3.452,0.958,0.84,0.717,0.402,0.389,0.31
India,South Asia,2017,6.659,1.53,1.598,1.203,0.627,0.215,0.345
Luxembourg,Europe,2022,4.273,1.221,0.956,0.828,0.51,0.052,0.093
Sweden,Europe,2017,6.33,1.544,1.474,1.191,0.415,0.338,0.371
Iceland,Europe,2024,5.88,1.529,1.175,1.128,0.464,0.343,0.121
Australia,Oceania,2019,6.376,1.632,1.464,1.132,0.554,0.176,0.074
Finland,Europe,2024,7.32,1.823,1.434,1.36,0.861,0.498,0.364
Sweden,Europe,2021,5.93,1.56,1.222,1.129,0.772,0.268,0.162
Germany,Europe,2025,6.826,1.634,1.436,1.191,0.599,0.421,0.386
United States,North America,2023,6.183,1.59,1.302,1.047,0.837,0.406,0.324
Sweden,Europe,2017,6.926,1.715,1.601,1.334,0.874,0.514,0.005
United States,North America,2017,3.36,1.002,0.789,0.726,0.323,0.463,0.056
Canada,North America,2026,6.338,1.446,1.362,1.059,0.704,0.581,0.328
India,South Asia,2024,7.688,1.797,1.652,1.333,0.761,0.52,0.17
Iceland,Europe,2021,5.635,1.359,1.196,1.053,0.392,0.486,0.035
Iceland,Europe,2018,4.643,1.101,1.078,0.876,0.733,0.572,0.377
Norway,Europe,2024,4.882,1.243,1.105,0.888,0.837,0.199,0.289
New Zealand,Oceania,2023,3.791,0.91,0.783,0.71,0.547,0.146,0.154
Netherlands,Europe,2025,4.48,1.217,1.054,0.776,0.436,0.426,0.15
Iceland,Europe,2023,6.421,1.535,1.411,1.197,0.416,0.148,0.254
Germany,Europe,2022,4.651,1.174,0.994,0.916,0.744,0.264,0.375
New Zealand,Oceania,2016,6.394,1.521,1.485,1.225,0.779,0.129,0.347
New Zealand,Oceania,2019,7.733,1.842,1.723,1.334,0.538,0.067,0.12
Norway,Europe,2015,3.764,0.88,1.016,0.758,0.783,0.368,0.416
United States,North America,2020,3.451,0.963,0.925,0.743,0.781,0.439,0.216
Australia,Oceania,2022,6.321,1.471,1.4,1.194,0.632,0.569,0.051
Iceland,Europe,2025,6.957,1.756,1.468,1.221,0.652,0.238,0.442
Sweden,Europe,2023,3.644,0.987,0.971,0.68,0.722,0.084,0.31
Austria,Europe,2017,4.431,1.053,1.118,0.841,0.352,0.464,0.116
India,South Asia,2015,5.712,1.355,1.151,1.075,0.315,0.039,0.351
India,South Asia,2022,4.024,1.02,0.978,0.831,0.626,0.284,0.222
Netherlands,Europe,2017,5.085,1.304,1.282,0.989,0.734,0.358,0.322
New Zealand,Oceania,2018,3.129,0.988,0.673,0.648,0.363,0.058,0.397
Austria,Europe,2022,4.155,1.045,0.918,0.777,0.356,0.256,0.118
New Zealand,Oceania,2025,6.803,1.659,1.611,1.15,0.81,0.149,0.467
Switzerland,Europe,2022,6.585,1.514,1.474,1.132,0.702,0.381,0.462
Australia,Oceania,2021,4.96,1.19,1.19,0.867,0.797,0.148,0.262
Norway,Europe,2015,6.187,1.474,1.224,1.22,0.492,0.428,0.254
Denmark,Europe,2017,3.532,0.957,0.854,0.72,0.88,0.082,0.377
United States,North America,2021,4.946,1.356,1.183,0.916,0.839,0.45,0.114
India,South Asia,2016,7.428,1.808,1.657,1.408,0.714,0.061,0.122
Finland,Europe,2016,4.323,1.24,1.0,0.84,0.721,0.315,0.191
United States,North America,2021,7.317,1.808,1.681,1.296,0.42,0.436,0.263
Luxembourg,Europe,2018,4.972,1.269,1.246,0.862,0.618,0.129,0.17
Iceland,Europe,2016,3.131,0.887,0.749,0.704,0.385,0.441,0.323
Denmark,Europe,2020,7.374,1.743,1.436,1.337,0.662,0.016,0.061
Finland,Europe,2024,7.377,1.9,1.473,1.283,0.326,0.282,0.377
Switzerland,Europe,2016,5.395,1.261,1.186,1.096,0.438,0.192,0.373
Norway,Europe,2020,7.379,1.77,1.583,1.3,0.857,0.462,0.416
Iceland,Europe,2022,6.801,1.654,1.331,1.132,0.707,0.223,0.434
Sweden,Europe,2022,3.104,0.905,0.716,0.65,0.675,0.524,0.228
Switzerland,Europe,2020,6.758,1.64,1.467,1.254,0.319,0.534,0.385
India,South Asia,2019,7.71,1.791,1.762,1.321,0.758,0.274,0.368
Austria,Europe,2020,4.294,1.02,1.132,0.803,0.717,0.492,0.451
Germany,Europe,2017,7.286,1.702,1.633,1.339,0.305,0.132,0.246
Switzerland,Europe,2020,4.727,1.324,1.089,1.002,0.742,0.498,0.052
Netherlands,Europe,2025,3.685,0.935,0.95,0.798,0.324,0.319,0.283
New Zealand,Oceania,2021,4.859,1.364,1.048,0.951,0.808,0.481,0.045
Netherlands,Europe,2016,4.938,1.186,1.252,0.982,0.315,0.006,0.146
India,South Asia,2015,6.025,1.542,1.467,1.194,0.695,0.003,0.179
New Zealand,Oceania,2015,5.396,1.388,1.359,1.086,0.365,0.16,0.417
Denmark,Europe,2025,7.557,1.858,1.491,1.38,0.326,0.445,0.44
Luxembourg,Europe,2020,4.985,1.223,1.26,0.957,0.648,0.397,0.15
Netherlands,Europe,2016,6.56,1.74,1.291,1.092,0.557,0.396,0.193
Norway,Europe,2018,3.938,0.918,0.866,0.868,0.387,0.287,0.21
India,South Asia,2015,5.727,1.38,1.329,1.091,0.723,0.595,0.193
Australia,Oceania,2021,5.082,1.276,1.066,0.965,0.351,0.37,0.121
Norway,Europe,2016,5.915,1.538,1.39,1.027,0.3,0.219,0.46
Netherlands,Europe,2017,6.492,1.698,1.54,1.18,0.625,0.511,0.404
Luxembourg,Europe,2023,4.024,1.124,0.867,0.802,0.553,0.395,0.459
Norway,Europe,2022,3.805,0.953,1.028,0.774,0.572,0.426,0.301
United States,North America,2018,5.803,1.443,1.307,1.132,0.668,0.388,0.486
United States,North America,2019,3.112,0.898,0.951,0.602,0.565,0.421,0.317
Finland,Europe,2023,4.568,1.237,1.118,0.818,0.878,0.333,0.263
United States,North America,2023,6.074,1.405,1.345,1.167,0.72,0.582,0.012
Sweden,Europe,2023,7.218,1.724,1.427,1.216,0.52,0.339,0.328
Switzerland,Europe,2015,6.204,1.649,1.412,1.062,0.648,0.325,0.435
Switzerland,Europe,2018,5.874,1.473,1.373,0.989,0.638,0.073,0.158
United States,North America,2018,3.756,0.953,0.987,0.793,0.355,0.346,0.074
Netherlands,Europe,2025,5.354,1.275,1.204,1.056,0.807,0.231,0.309
Austria,Europe,2021,5.642,1.535,1.209,1.065,0.757,0.365,0.209
United States,North America,2024,5.226,1.273,1.249,0.972,0.81,0.116,0.209
Finland,Europe,2020,3.605,0.99,0.836,0.687,0.385,0.21,0.464
Netherlands,Europe,2020,7.09,1.709,1.545,1.266,0.855,0.462,0.492
Switzerland,Europe,2024,4.42,1.263,1.191,0.788,0.841,0.399,0.461
Australia,Oceania,2022,3.223,0.968,0.952,0.643,0.344,0.288,0.149
Denmark,Europe,2017,6.192,1.465,1.322,1.185,0.686,0.196,0.332
India,South Asia,2018,5.632,1.469,1.214,0.958,0.763,0.132,0.308
Luxembourg,Europe,2019,3.668,1.007,0.967,0.799,0.389,0.495,0.047
United States,North America,2021,6.12,1.554,1.241,1.065,0.671,0.011,0.317
Iceland,Europe,2022,4.148,1.112,1.007,0.774,0.578,0.546,0.213
Denmark,Europe,2025,3.17,0.767,0.695,0.731,0.51,0.137,0.374
Sweden,Europe,2026,4.183,1.078,0.952,0.845,0.503,0.236,0.431
Switzerland,Europe,2023,6.973,1.8,1.526,1.275,0.634,0.471,0.276
United States,North America,2015,4.928,1.274,1.04,1.023,0.721,0.515,0.104
Australia,Oceania,2022,4.619,1.195,1.172,0.872,0.462,0.224,0.352
Netherlands,Europe,2016,7.7,1.788,1.712,1.373,0.44,0.452,0.224
Iceland,Europe,2019,6.179,1.437,1.464,1.163,0.768,0.269,0.098
Finland,Europe,2018,7.327,1.896,1.563,1.259,0.738,0.46,0.408
Norway,Europe,2018,3.047,0.81,0.694,0.718,0.62,0.495,0.088
Finland,Europe,2020,5.785,1.408,1.296,1.086,0.834,0.033,0.412
Germany,Europe,2023,6.513,1.667,1.338,1.181,0.724,0.361,0.193
United States,North America,2022,5.467,1.495,1.253,1.079,0.745,0.396,0.007
Austria,Europe,2017,5.791,1.552,1.323,1.016,0.492,0.374,0.299
Germany,Europe,2017,3.485,1.033,0.735,0.805,0.483,0.305,0.066
Sweden,Europe,2022,4.319,1.038,1.161,0.766,0.755,0.378,0.316
Luxembourg,Europe,2025,4.922,1.233,1.073,0.958,0.858,0.554,0.351
Luxembourg,Europe,2023,3.13,0.982,0.907,0.588,0.9,0.363,0.427
Switzerland,Europe,2025,4.652,1.12,1.209,0.841,0.634,0.051,0.077
Sweden,Europe,2020,7.718,1.947,1.691,1.441,0.874,0.272,0.164
Germany,Europe,2017,7.343,1.816,1.437,1.281,0.345,0.449,0.032
Netherlands,Europe,2025,5.221,1.3,1.179,1.026,0.522,0.329,0.152
Netherlands,Europe,2015,5.946,1.481,1.387,1.104,0.782,0.266,0.246
Switzerland,Europe,2017,5.653,1.447,1.157,0.999,0.314,0.518,0.012
Austria,Europe,2024,3.376,0.988,0.985,0.719,0.384,0.335,0.385
United States,North America,2026,6.56,1.563,1.303,1.114,0.873,0.368,0.364
Sweden,Europe,2022,4.048,0.955,1.106,0.904,0.64,0.533,0.116
Denmark,Europe,2019,5.399,1.441,1.268,1.037,0.31,0.19,0.47
Germany,Europe,2023,6.487,1.667,1.487,1.271,0.546,0.409,0.097
Denmark,Europe,2015,5.359,1.283,1.337,1.047,0.47,0.081,0.144
Norway,Europe,2018,6.967,1.708,1.385,1.195,0.507,0.382,0.123
Denmark,Europe,2021,5.844,1.459,1.404,1.116,0.7,0.093,0.028
New Zealand,Oceania,2025,3.344,0.877,0.71,0.637,0.366,0.481,0.173
Australia,Oceania,2020,4.274,1.161,1.093,0.765,0.767,0.222,0.34
Australia,Oceania,2020,6.809,1.722,1.337,1.225,0.4,0.582,0.128
Canada,North America,2021,3.944,0.951,0.99,0.79,0.525,0.051,0.368
Canada,North America,2017,5.197,1.351,1.165,0.905,0.767,0.194,0.067
New Zealand,Oceania,2020,3.092,0.811,0.882,0.746,0.655,0.131,0.11
Australia,Oceania,2024,4.952,1.184,1.228,0.883,0.493,0.037,0.351
United States,North America,2022,4.118,1.032,1.103,0.821,0.395,0.465,0.104
Norway,Europe,2024,6.798,1.586,1.575,1.251,0.499,0.309,0.483
Canada,North America,2021,5.398,1.394,1.113,0.918,0.308,0.195,0.037
Finland,Europe,2019,6.22,1.569,1.245,1.219,0.567,0.405,0.441
India,South Asia,2020,7.108,1.795,1.631,1.265,0.32,0.402,0.187
Norway,Europe,2020,5.118,1.299,1.22,1.013,0.766,0.403,0.402
Norway,Europe,2024,7.017,1.69,1.522,1.239,0.585,0.171,0.085
New Zealand,Oceania,2021,3.601,0.904,0.788,0.662,0.829,0.404,0.462
Sweden,Europe,2021,7.051,1.74,1.508,1.263,0.492,0.395,0.449
New Zealand,Oceania,2024,5.218,1.436,1.335,0.981,0.819,0.003,0.033
Finland,Europe,2026,3.383,0.799,0.753,0.669,0.579,0.039,0.249
Iceland,Europe,2026,4.317,1.205,1.173,0.84,0.493,0.559,0.25
New Zealand,Oceania,2018,7.503,1.926,1.723,1.405,0.792,0.417,0.012
Australia,Oceania,2018,4.843,1.234,1.035,0.956,0.435,0.291,0.164
India,South Asia,2017,7.715,1.936,1.784,1.28,0.895,0.062,0.208
Australia,Oceania,2023,7.578,1.876,1.643,1.436,0.667,0.388,0.022
India,South Asia,2022,7.609,1.779,1.537,1.315,0.486,0.183,0.303
Australia,Oceania,2018,7.496,1.716,1.533,1.275,0.514,0.255,0.195
United States,North America,2021,5.098,1.31,1.242,1.01,0.65,0.516,0.312
Switzerland,Europe,2016,4.453,1.063,1.147,0.844,0.691,0.442,0.163
Norway,Europe,2017,7.296,1.875,1.638,1.347,0.839,0.442,0.17
Austria,Europe,2026,5.025,1.177,1.039,1.044,0.706,0.511,0.321
Canada,North America,2015,5.982,1.476,1.249,1.083,0.824,0.502,0.471
Norway,Europe,2026,6.051,1.547,1.462,1.158,0.82,0.25,0.433
Denmark,Europe,2025,3.651,0.863,0.83,0.723,0.803,0.445,0.478
Austria,Europe,2020,6.589,1.568,1.49,1.23,0.809,0.322,0.325
Germany,Europe,2024,6.536,1.698,1.455,1.104,0.488,0.285,0.339
Norway,Europe,2025,7.033,1.69,1.379,1.314,0.687,0.481,0.174
Netherlands,Europe,2022,3.354,0.816,0.945,0.663,0.899,0.455,0.301
Finland,Europe,2022,4.518,1.085,1.134,0.833,0.877,0.593,0.463
India,South Asia,2021,5.955,1.533,1.2,1.146,0.421,0.504,0.481
Sweden,Europe,2016,3.375,0.913,0.945,0.76,0.718,0.492,0.087
Denmark,Europe,2019,6.247,1.516,1.477,1.233,0.423,0.346,0.003
Switzerland,Europe,2026,3.161,0.877,0.756,0.737,0.431,0.007,0.207
Norway,Europe,2017,6.09,1.463,1.27,1.045,0.381,0.316,0.341
Australia,Oceania,2016,6.109,1.533,1.314,1.082,0.41,0.088,0.169
Sweden,Europe,2021,4.578,1.06,1.041,0.889,0.365,0.323,0.41
Switzerland,Europe,2025,6.475,1.681,1.342,1.12,0.639,0.34,0.109
Netherlands,Europe,2018,4.66,1.235,1.026,0.917,0.761,0.588,0.456
Denmark,Europe,2018,5.344,1.335,1.07,0.935,0.336,0.418,0.207
Switzerland,Europe,2024,6.315,1.6,1.453,1.167,0.397,0.037,0.409
New Zealand,Oceania,2015,5.604,1.404,1.385,1.051,0.648,0.192,0.479
Finland,Europe,2015,5.669,1.388,1.13,1.037,0.764,0.302,0.32
Sweden,Europe,2015,6.221,1.515,1.331,1.034,0.393,0.57,0.421
Australia,Oceania,2015,4.926,1.369,1.062,0.945,0.313,0.372,0.465
New Zealand,Oceania,2023,4.529,1.18,0.921,0.956,0.773,0.117,0.467
Germany,Europe,2020,6.322,1.646,1.46,1.232,0.819,0.597,0.091
Australia,Oceania,2026,6.054,1.565,1.35,1.023,0.805,0.577,0.203
United States,North America,2016,3.093,0.79,0.867,0.746,0.356,0.332,0.348
Germany,Europe,2025,5.736,1.491,1.384,1.051,0.749,0.181,0.107
Austria,Europe,2026,4.723,1.098,1.035,0.939,0.689,0.044,0.144
Finland,Europe,2022,4.529,1.151,1.129,0.781,0.466,0.085,0.064
Iceland,Europe,2016,4.807,1.239,1.185,0.831,0.445,0.499,0.431
Austria,Europe,2015,4.799,1.295,1.052,0.843,0.455,0.232,0.026
Luxembourg,Europe,2015,3.323,0.797,0.775,0.698,0.816,0.542,0.416
New Zealand,Oceania,2019,4.471,1.281,1.109,0.832,0.497,0.261,0.311
Netherlands,Europe,2020,3.952,0.941,0.933,0.742,0.646,0.42,0.155
Luxembourg,Europe,2019,4.647,1.231,1.126,0.853,0.681,0.229,0.168
New Zealand,Oceania,2016,4.659,1.272,1.012,0.935,0.84,0.21,0.015
Australia,Oceania,2023,3.67,0.885,0.985,0.709,0.692,0.025,0.148
Austria,Europe,2022,3.915,1.066,1.004,0.717,0.745,0.15,0.141
Switzerland,Europe,2020,7.326,1.868,1.463,1.399,0.703,0.306,0.477
India,South Asia,2016,6.32,1.65,1.353,1.185,0.414,0.593,0.294
United States,North America,2016,4.859,1.267,1.208,0.852,0.514,0.327,0.167
Norway,Europe,2024,4.352,1.064,1.138,0.938,0.72,0.018,0.393
New Zealand,Oceania,2020,6.639,1.62,1.307,1.232,0.566,0.524,0.369
Iceland,Europe,2024,6.476,1.598,1.325,1.155,0.434,0.003,0.123
Switzerland,Europe,2020,3.021,0.911,0.667,0.643,0.551,0.109,0.483
Netherlands,Europe,2023,6.905,1.693,1.56,1.33,0.509,0.303,0.257
United States,North America,2015,4.119,1.125,0.883,0.903,0.654,0.516,0.448
Norway,Europe,2018,6.274,1.605,1.367,1.128,0.412,0.23,0.495
Norway,Europe,2019,6.66,1.53,1.439,1.111,0.585,0.017,0.307
Canada,North America,2017,6.83,1.698,1.607,1.281,0.38,0.159,0.013
Germany,Europe,2023,7.541,1.839,1.692,1.285,0.392,0.487,0.124
Netherlands,Europe,2015,4.999,1.332,1.086,0.861,0.706,0.389,0.401
Switzerland,Europe,2017,5.142,1.4,1.052,1.054,0.855,0.436,0.45
India,South Asia,2020,5.536,1.418,1.285,0.956,0.416,0.314,0.058
Norway,Europe,2016,5.434,1.341,1.125,0.998,0.481,0.053,0.484
India,South Asia,2023,6.314,1.462,1.511,1.165,0.694,0.469,0.303
New Zealand,Oceania,2019,5.062,1.229,1.157,0.94,0.796,0.148,0.101
Iceland,Europe,2016,7.558,1.961,1.631,1.256,0.828,0.087,0.078
Luxembourg,Europe,2022,6.136,1.427,1.438,1.032,0.366,0.261,0.19
Australia,Oceania,2015,7.641,1.778,1.759,1.385,0.545,0.444,0.45
Canada,North America,2026,3.941,1.019,0.86,0.763,0.687,0.488,0.151
Finland,Europe,2020,6.743,1.629,1.559,1.31,0.888,0.398,0.188
Austria,Europe,2023,6.543,1.734,1.298,1.083,0.799,0.061,0.041
Austria,Europe,2020,3.382,0.823,0.88,0.759,0.54,0.252,0.316
Norway,Europe,2022,3.639,0.901,0.962,0.816,0.546,0.588,0.108
New Zealand,Oceania,2015,4.817,1.342,1.053,0.917,0.412,0.313,0.429
Luxembourg,Europe,2026,6.892,1.794,1.362,1.285,0.453,0.105,0.301
Austria,Europe,2022,4.895,1.137,1.254,0.98,0.463,0.298,0.014
United States,North America,2022,3.577,0.959,0.843,0.78,0.842,0.372,0.107
India,South Asia,2026,6.038,1.485,1.192,1.011,0.583,0.11,0.293
India,South Asia,2024,7.571,1.848,1.699,1.386,0.853,0.128,0.414
Norway,Europe,2019,7.537,1.87,1.688,1.312,0.871,0.403,0.155
Austria,Europe,2022,5.965,1.421,1.4,1.04,0.655,0.418,0.43
Norway,Europe,2024,7.116,1.67,1.624,1.224,0.321,0.066,0.373
Austria,Europe,2021,6.14,1.576,1.309,1.116,0.542,0.568,0.16
Norway,Europe,2026,4.755,1.263,1.165,0.998,0.829,0.173,0.228
Canada,North America,2026,7.399,1.762,1.565,1.39,0.515,0.288,0.452
Iceland,Europe,2020,6.263,1.614,1.371,1.072,0.67,0.539,0.466
Australia,Oceania,2016,4.266,1.206,1.134,0.813,0.41,0.525,0.443
Canada,North America,2026,7.642,1.864,1.774,1.335,0.62,0.16,0.449
Switzerland,Europe,2025,6.91,1.59,1.58,1.235,0.303,0.136,0.097
Finland,Europe,2020,6.411,1.541,1.291,1.171,0.436,0.493,0.021
Germany,Europe,2019,5.501,1.407,1.309,0.977,0.805,0.572,0.25
Norway,Europe,2025,5.519,1.282,1.191,0.945,0.893,0.137,0.318
Switzerland,Europe,2024,7.078,1.836,1.408,1.276,0.851,0.081,0.206
Denmark,Europe,2021,3.545,1.056,0.872,0.769,0.383,0.013,0.445
Austria,Europe,2024,3.675,0.992,0.878,0.798,0.362,0.372,0.218
Australia,Oceania,2021,4.115,0.963,1.095,0.783,0.709,0.569,0.282
Austria,Europe,2016,4.288,1.227,1.076,0.876,0.556,0.507,0.357
Netherlands,Europe,2019,5.878,1.451,1.16,1.143,0.374,0.306,0.168
Iceland,Europe,2025,3.378,0.989,0.977,0.802,0.648,0.196,0.161
Iceland,Europe,2024,5.941,1.48,1.365,0.999,0.364,0.586,0.498
Luxembourg,Europe,2021,4.231,1.219,0.926,0.881,0.369,0.389,0.38
India,South Asia,2018,6.525,1.716,1.431,1.214,0.522,0.006,0.378
Netherlands,Europe,2018,3.835,0.901,0.84,0.854,0.477,0.14,0.007
Netherlands,Europe,2016,6.435,1.705,1.352,1.113,0.833,0.512,0.164
Netherlands,Europe,2025,7.762,1.928,1.775,1.333,0.689,0.405,0.436
Luxembourg,Europe,2025,5.841,1.359,1.295,1.175,0.353,0.312,0.148
Austria,Europe,2019,4.226,1.072,1.145,0.832,0.634,0.528,0.443
India,South Asia,2020,3.546,0.898,0.875,0.782,0.727,0.386,0.44
Austria,Europe,2016,7.714,1.969,1.547,1.269,0.549,0.371,0.322
Finland,Europe,2024,7.127,1.7,1.659,1.263,0.306,0.097,0.051
United States,North America,2024,6.427,1.512,1.508,1.117,0.319,0.492,0.233
Sweden,Europe,2026,4.614,1.077,1.042,0.896,0.307,0.345,0.447
Canada,North America,2018,7.448,1.713,1.688,1.385,0.455,0.575,0.208
Norway,Europe,2019,5.84,1.584,1.421,1.032,0.646,0.069,0.231
Netherlands,Europe,2015,4.513,1.164,1.188,0.877,0.799,0.19,0.486
Sweden,Europe,2024,4.374,1.073,1.092,0.795,0.684,0.057,0.31
India,South Asia,2020,3.547,0.993,0.872,0.675,0.512,0.295,0.046
Austria,Europe,2016,6.195,1.438,1.462,1.094,0.658,0.166,0.367
Germany,Europe,2024,4.156,1.028,0.963,0.752,0.503,0.411,0.415
Canada,North America,2022,6.997,1.812,1.482,1.155,0.717,0.47,0.009
Denmark,Europe,2016,5.824,1.426,1.373,1.059,0.706,0.31,0.124
Switzerland,Europe,2022,6.537,1.732,1.391,1.093,0.893,0.374,0.473
Sweden,Europe,2023,4.642,1.105,1.186,0.972,0.601,0.112,0.064
Austria,Europe,2018,5.431,1.418,1.169,0.995,0.313,0.366,0.212
New Zealand,Oceania,2018,6.549,1.693,1.574,1.12,0.476,0.366,0.406
Luxembourg,Europe,2021,4.968,1.245,1.226,0.893,0.881,0.306,0.141
Iceland,Europe,2016,3.088,0.902,0.889,0.57,0.652,0.469,0.188
Netherlands,Europe,2025,4.736,1.171,1.1,0.844,0.564,0.565,0.014
Switzerland,Europe,2018,7.477,1.839,1.74,1.42,0.514,0.267,0.48
Norway,Europe,2024,4.022,1.107,0.886,0.771,0.437,0.147,0.002
India,South Asia,2024,4.421,1.044,0.922,0.874,0.896,0.087,0.05
Austria,Europe,2022,5.704,1.378,1.217,1.04,0.488,0.549,0.021
Sweden,Europe,2023,4.333,1.188,0.954,0.924,0.691,0.386,0.049
Netherlands,Europe,2021,4.398,1.163,1.139,0.832,0.509,0.281,0.322
Sweden,Europe,2024,4.569,1.202,1.039,0.929,0.399,0.154,0.213
Switzerland,Europe,2024,5.752,1.557,1.166,1.055,0.551,0.36,0.406
Canada,North America,2023,6.217,1.578,1.504,1.109,0.8,0.553,0.246
Germany,Europe,2017,5.752,1.393,1.266,1.081,0.703,0.152,0.351
Norway,Europe,2015,6.638,1.531,1.436,1.183,0.502,0.295,0.22
Sweden,Europe,2015,4.135,1.013,0.949,0.755,0.341,0.118,0.427
Luxembourg,Europe,2018,5.122,1.396,1.092,0.985,0.386,0.5,0.065
New Zealand,Oceania,2024,7.324,1.694,1.518,1.262,0.781,0.253,0.306
Iceland,Europe,2019,5.647,1.308,1.229,1.118,0.715,0.589,0.394
Austria,Europe,2020,6.246,1.618,1.305,1.049,0.544,0.087,0.139
Canada,North America,2015,7.066,1.753,1.492,1.213,0.643,0.32,0.39
India,South Asia,2015,4.579,1.109,1.045,0.874,0.324,0.517,0.498
Germany,Europe,2018,7.131,1.867,1.656,1.307,0.4,0.094,0.024
Norway,Europe,2025,7.698,1.933,1.503,1.356,0.638,0.417,0.249
Austria,Europe,2018,4.766,1.166,1.242,0.878,0.338,0.1,0.429
Iceland,Europe,2016,6.738,1.735,1.56,1.221,0.406,0.089,0.287
United States,North America,2018,3.261,0.945,0.706,0.708,0.702,0.22,0.44
Canada,North America,2024,7.445,1.767,1.446,1.379,0.434,0.28,0.409
Netherlands,Europe,2020,5.325,1.266,1.3,0.953,0.792,0.367,0.186
India,South Asia,2016,4.115,1.118,1.141,0.836,0.677,0.067,0.202
Norway,Europe,2019,7.025,1.771,1.463,1.32,0.592,0.105,0.039
Netherlands,Europe,2023,7.153,1.825,1.584,1.201,0.356,0.207,0.427
Luxembourg,Europe,2022,5.715,1.413,1.268,1.066,0.889,0.476,0.315
Germany,Europe,2025,3.367,0.831,0.957,0.689,0.778,0.319,0.24
Norway,Europe,2022,5.033,1.358,1.036,0.982,0.722,0.539,0.112
Switzerland,Europe,2026,5.08,1.263,1.046,0.889,0.802,0.45,0.191
Luxembourg,Europe,2022,6.966,1.747,1.444,1.183,0.346,0.352,0.142
India,South Asia,2021,3.282,0.866,0.769,0.666,0.333,0.435,0.058
United States,North America,2015,7.542,1.758,1.706,1.424,0.62,0.316,0.184
Luxembourg,Europe,2026,5.314,1.257,1.166,1.06,0.409,0.438,0.326
Germany,Europe,2022,4.452,1.276,1.052,0.871,0.322,0.574,0.087
Germany,Europe,2023,3.845,0.977,1.004,0.871,0.506,0.313,0.13
New Zealand,Oceania,2017,4.503,1.094,0.948,0.851,0.625,0.044,0.302
Luxembourg,Europe,2020,7.628,1.935,1.553,1.249,0.8,0.033,0.103
Luxembourg,Europe,2025,3.856,1.107,1.027,0.83,0.79,0.132,0.364
Germany,Europe,2026,6.201,1.445,1.428,1.225,0.326,0.056,0.062
Canada,North America,2018,4.396,1.219,1.033,0.856,0.73,0.217,0.177
Australia,Oceania,2020,3.069,0.761,0.716,0.631,0.475,0.401,0.414
Australia,Oceania,2020,5.702,1.396,1.278,1.079,0.836,0.115,0.044
Germany,Europe,2025,4.892,1.167,1.016,0.946,0.48,0.598,0.203
Switzerland,Europe,2016,3.435,0.892,0.766,0.808,0.647,0.268,0.456
Australia,Oceania,2021,4.995,1.368,1.018,1.026,0.486,0.339,0.135
Germany,Europe,2026,4.341,1.032,0.958,0.919,0.669,0.136,0.436
Denmark,Europe,2026,6.618,1.718,1.477,1.193,0.524,0.134,0.279
New Zealand,Oceania,2022,5.851,1.567,1.26,1.117,0.689,0.402,0.323
Canada,North America,2023,3.689,1.106,0.778,0.747,0.555,0.216,0.391
Australia,Oceania,2018,7.345,1.765,1.591,1.38,0.896,0.582,0.359
Norway,Europe,2025,6.956,1.805,1.624,1.218,0.483,0.269,0.172
Denmark,Europe,2026,6.162,1.637,1.293,1.16,0.386,0.073,0.058
Canada,North America,2024,4.77,1.141,1.11,0.946,0.327,0.175,0.405
New Zealand,Oceania,2025,7.219,1.722,1.615,1.195,0.726,0.041,0.294
India,South Asia,2024,4.45,1.049,1.186,0.875,0.648,0.369,0.446
New Zealand,Oceania,2022,6.127,1.508,1.322,1.092,0.47,0.051,0.134
